trajectory_id,n_pair_labels,n_normal,n_hybrid,n_uncommon,non_normal_count,non_normal_ratio,hybrid_ratio,uncommon_ratio,dominant_uncommon_node,dominant_uncommon_node_count,dominant_uncommon_node_ratio,fingerprint_entropy,count_uncommon_Acceleration_Dynamics,count_uncommon_Curvature_Geometry,count_uncommon_Spatial_Reach_and_Route,count_uncommon_Speed_Dynamics,count_uncommon_Temporal_Sequential_Context,count_uncommon_Turning_Dynamics
190,15,6,7,2,9,0.6,0.4666666666666667,0.13333333333333333,Turning_Dynamics,1,0.5,1.5628066316931741,0,1,0,0,0,1
191,15,3,11,1,12,0.8,0.7333333333333333,0.06666666666666667,Speed_Dynamics,1,1.0,1.0529815751302694,0,0,0,1,0,0
192,15,3,5,7,12,0.8,0.3333333333333333,0.4666666666666667,Spatial_Reach_and_Route,3,0.42857142857142855,2.2322628970242686,0,2,3,2,0,0
193,15,0,10,5,15,1.0,0.6666666666666666,0.3333333333333333,Temporal_Sequential_Context,1,0.2,1.6922718656836107,1,1,1,1,1,0
194,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
195,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
196,15,6,7,2,9,0.6,0.4666666666666667,0.13333333333333333,Turning_Dynamics,2,1.0,1.4294732983598406,0,0,0,0,0,2
197,15,6,9,0,9,0.6,0.6,0.0,,0,0.0,0.9709505944546686,0,0,0,0,0,0
198,15,3,6,6,12,0.8,0.4,0.4,Speed_Dynamics,3,0.5,2.1055872616982603,0,1,2,3,0,0
199,15,3,3,9,12,0.8,0.2,0.6,Turning_Dynamics,3,0.3333333333333333,2.321928094887362,0,0,0,3,3,3
200,15,1,8,6,14,0.9333333333333333,0.5333333333333333,0.4,Temporal_Sequential_Context,2,0.3333333333333333,1.9068905956085187,2,0,0,2,2,0
201,15,3,6,6,12,0.8,0.4,0.4,Curvature_Geometry,3,0.5,2.1055872616982603,1,3,0,2,0,0
202,15,0,11,4,15,1.0,0.7333333333333333,0.26666666666666666,Speed_Dynamics,1,0.25,1.3699740752745009,1,1,1,1,0,0
203,15,3,9,3,12,0.8,0.6,0.2,Turning_Dynamics,3,1.0,1.3709505944546687,0,0,0,0,0,3
204,15,3,9,3,12,0.8,0.6,0.2,Speed_Dynamics,3,1.0,1.3709505944546687,0,0,0,3,0,0
205,15,0,14,1,15,1.0,0.9333333333333333,0.06666666666666667,Temporal_Sequential_Context,1,1.0,0.35335933502142136,0,0,0,0,1,0
206,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Turning_Dynamics,2,0.5,1.4256051990169438,2,0,0,0,0,2
207,15,3,5,7,12,0.8,0.3333333333333333,0.4666666666666667,Spatial_Reach_and_Route,3,0.42857142857142855,2.181937063546704,1,3,3,0,0,0
208,15,10,5,0,5,0.3333333333333333,0.3333333333333333,0.0,,0,0.0,0.9182958340544896,0,0,0,0,0,0
209,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Curvature_Geometry,1,0.5,1.3752793655393791,1,1,0,0,0,0
210,15,10,2,3,5,0.3333333333333333,0.13333333333333333,0.2,Turning_Dynamics,3,1.0,1.2419460322060458,0,0,0,0,0,3
211,15,1,6,8,14,0.9333333333333333,0.4,0.5333333333333333,Turning_Dynamics,2,0.25,2.339572261986723,2,2,2,0,0,2
212,15,3,6,6,12,0.8,0.4,0.4,Turning_Dynamics,3,0.5,1.9219280948873623,0,3,0,0,0,3
213,15,1,7,7,14,0.9333333333333333,0.4666666666666667,0.4666666666666667,Turning_Dynamics,2,0.2857142857142857,2.196791631981637,2,2,1,0,0,2
214,15,3,9,3,12,0.8,0.6,0.2,Turning_Dynamics,2,0.6666666666666666,1.5546097612655665,0,1,0,0,0,2
215,15,1,8,6,14,0.9333333333333333,0.5333333333333333,0.4,Turning_Dynamics,2,0.3333333333333333,1.9068905956085187,2,0,2,0,0,2
216,15,10,0,5,5,0.3333333333333333,0.0,0.3333333333333333,Turning_Dynamics,5,1.0,0.9182958340544896,0,0,0,0,0,5
217,15,0,10,5,15,1.0,0.6666666666666666,0.3333333333333333,Turning_Dynamics,1,0.2,1.6922718656836107,1,1,0,1,1,1
218,15,10,2,3,5,0.3333333333333333,0.13333333333333333,0.2,Acceleration_Dynamics,3,1.0,1.2419460322060458,3,0,0,0,0,0
219,15,6,8,1,9,0.6,0.5333333333333333,0.06666666666666667,Curvature_Geometry,1,1.0,1.272905595320056,0,1,0,0,0,0
220,15,3,4,8,12,0.8,0.26666666666666666,0.5333333333333333,Turning_Dynamics,3,0.375,2.2892464285091583,0,0,0,2,3,3
221,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Speed_Dynamics,3,0.75,1.781937063546704,0,0,0,3,0,1
222,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
223,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Turning_Dynamics,4,0.5,1.8062389286533893,4,0,0,0,0,4
224,15,6,3,6,9,0.6,0.2,0.4,Turning_Dynamics,3,0.5,1.9219280948873623,0,0,0,3,0,3
225,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
226,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Speed_Dynamics,3,0.6,1.9628066316931743,0,0,0,3,1,1
227,15,10,0,5,5,0.3333333333333333,0.0,0.3333333333333333,Turning_Dynamics,5,1.0,0.9182958340544896,0,0,0,0,0,5
228,15,10,0,5,5,0.3333333333333333,0.0,0.3333333333333333,Speed_Dynamics,5,1.0,0.9182958340544896,0,0,0,5,0,0
229,15,3,9,3,12,0.8,0.6,0.2,Temporal_Sequential_Context,3,1.0,1.3709505944546687,0,0,0,0,3,0
230,15,10,4,1,5,0.3333333333333333,0.26666666666666666,0.06666666666666667,Curvature_Geometry,1,1.0,1.158938532350277,0,1,0,0,0,0
231,15,10,1,4,5,0.3333333333333333,0.06666666666666667,0.26666666666666666,Turning_Dynamics,4,1.0,1.158938532350277,0,0,0,0,0,4
232,15,1,6,8,14,0.9333333333333333,0.4,0.5333333333333333,Turning_Dynamics,2,0.25,2.339572261986723,2,2,0,0,2,2
233,15,3,4,8,12,0.8,0.26666666666666666,0.5333333333333333,Curvature_Geometry,3,0.375,2.2892464285091583,3,3,0,2,0,0
234,15,6,2,7,9,0.6,0.13333333333333333,0.4666666666666667,Curvature_Geometry,4,0.5714285714285714,1.8892464285091581,0,4,0,0,3,0
235,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Turning_Dynamics,4,0.5,1.8062389286533895,0,4,0,0,0,4
236,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Speed_Dynamics,2,0.4,1.7382689280764647,0,2,0,2,1,0
237,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Turning_Dynamics,2,0.4,2.013132465170739,0,2,0,0,1,2
238,15,3,3,9,12,0.8,0.2,0.6,Turning_Dynamics,3,0.3333333333333333,2.321928094887362,3,3,0,0,0,3
239,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Temporal_Sequential_Context,2,0.4,1.7382689280764647,0,2,0,0,2,1
240,15,3,3,9,12,0.8,0.2,0.6,Speed_Dynamics,3,0.3333333333333333,2.321928094887362,3,3,0,3,0,0
241,15,3,6,6,12,0.8,0.4,0.4,Temporal_Sequential_Context,2,0.3333333333333333,2.155913095175825,2,2,0,0,2,0
242,15,1,7,7,14,0.9333333333333333,0.4666666666666667,0.4666666666666667,Temporal_Sequential_Context,2,0.2857142857142857,2.1967916319816365,2,2,1,0,2,0
243,15,3,3,9,12,0.8,0.2,0.6,Turning_Dynamics,3,0.3333333333333333,2.321928094887362,3,3,0,0,0,3
244,15,1,6,8,14,0.9333333333333333,0.4,0.5333333333333333,Temporal_Sequential_Context,2,0.25,2.3395722619867225,2,2,0,2,2,0
245,15,1,8,6,14,0.9333333333333333,0.5333333333333333,0.4,Turning_Dynamics,2,0.3333333333333333,1.9068905956085187,2,0,0,2,0,2
246,15,6,3,6,9,0.6,0.2,0.4,Temporal_Sequential_Context,4,0.6666666666666666,1.8892464285091581,0,0,0,0,4,2
247,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Speed_Dynamics,2,1.0,1.2419460322060458,0,0,0,2,0,0
248,15,6,3,6,9,0.6,0.2,0.4,Turning_Dynamics,3,0.5,1.9219280948873623,0,0,0,0,3,3
249,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Speed_Dynamics,2,1.0,1.2419460322060458,0,0,0,2,0,0
250,15,10,4,1,5,0.3333333333333333,0.26666666666666666,0.06666666666666667,Temporal_Sequential_Context,1,1.0,1.158938532350277,0,0,0,0,1,0
251,15,3,8,4,12,0.8,0.5333333333333333,0.26666666666666666,Speed_Dynamics,3,0.75,1.6729055953200562,0,0,0,3,0,1
252,15,3,9,3,12,0.8,0.6,0.2,Acceleration_Dynamics,3,1.0,1.3709505944546687,3,0,0,0,0,0
253,15,6,2,7,9,0.6,0.13333333333333333,0.4666666666666667,Turning_Dynamics,4,0.5714285714285714,1.8892464285091581,0,0,0,0,3,4
254,15,3,9,3,12,0.8,0.6,0.2,Turning_Dynamics,2,0.6666666666666666,1.5546097612655665,0,0,0,1,0,2
255,15,10,0,5,5,0.3333333333333333,0.0,0.3333333333333333,Temporal_Sequential_Context,5,1.0,0.9182958340544896,0,0,0,0,5,0
256,15,6,7,2,9,0.6,0.4666666666666667,0.13333333333333333,Speed_Dynamics,2,1.0,1.4294732983598406,0,0,0,2,0,0
257,15,10,4,1,5,0.3333333333333333,0.26666666666666666,0.06666666666666667,Curvature_Geometry,1,1.0,1.158938532350277,0,1,0,0,0,0
258,15,10,5,0,5,0.3333333333333333,0.3333333333333333,0.0,,0,0.0,0.9182958340544896,0,0,0,0,0,0
259,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Temporal_Sequential_Context,2,0.5,1.5589385323502771,1,0,0,0,2,1
260,15,3,6,6,12,0.8,0.4,0.4,Turning_Dynamics,3,0.5,1.9219280948873623,0,0,0,3,0,3
261,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Acceleration_Dynamics,3,0.6,1.9628066316931743,3,0,0,1,0,1
262,15,10,1,4,5,0.3333333333333333,0.06666666666666667,0.26666666666666666,Temporal_Sequential_Context,4,1.0,1.158938532350277,0,0,0,0,4,0
263,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Turning_Dynamics,3,0.6,1.8294732983598407,2,0,0,0,0,3
264,15,3,6,6,12,0.8,0.4,0.4,Temporal_Sequential_Context,3,0.5,2.1055872616982603,2,0,0,0,3,1
265,15,3,3,9,12,0.8,0.2,0.6,Temporal_Sequential_Context,3,0.3333333333333333,2.321928094887362,3,3,0,0,3,0
266,15,3,11,1,12,0.8,0.7333333333333333,0.06666666666666667,Turning_Dynamics,1,1.0,1.0529815751302694,0,0,0,0,0,1
267,15,1,14,0,14,0.9333333333333333,0.9333333333333333,0.0,,0,0.0,0.35335933502142136,0,0,0,0,0,0
268,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Curvature_Geometry,4,0.5,1.8062389286533893,4,4,0,0,0,0
269,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Acceleration_Dynamics,3,0.6,1.9628066316931743,3,0,0,1,0,1
270,15,3,9,3,12,0.8,0.6,0.2,Turning_Dynamics,1,0.3333333333333333,1.6879430945989,1,1,0,0,0,1
271,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Curvature_Geometry,2,0.5,1.8322628970242687,2,2,0,0,0,0
272,15,6,2,7,9,0.6,0.13333333333333333,0.4666666666666667,Speed_Dynamics,4,0.5714285714285714,1.889246428509158,3,0,0,4,0,0
273,15,3,6,6,12,0.8,0.4,0.4,Temporal_Sequential_Context,2,0.3333333333333333,2.155913095175825,2,2,0,0,2,0
274,15,1,6,8,14,0.9333333333333333,0.4,0.5333333333333333,Turning_Dynamics,2,0.25,2.339572261986723,2,0,0,2,2,2
275,15,0,11,4,15,1.0,0.7333333333333333,0.26666666666666666,Turning_Dynamics,1,0.25,1.3699740752745009,1,0,1,0,1,1
276,15,1,8,6,14,0.9333333333333333,0.5333333333333333,0.4,Spatial_Reach_and_Route,2,0.3333333333333333,2.040223928941852,2,0,2,1,0,1
277,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Acceleration_Dynamics,2,0.5,1.5589385323502774,2,0,1,0,1,0
278,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Acceleration_Dynamics,2,0.5,1.5589385323502774,2,0,1,1,0,0
279,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Turning_Dynamics,1,0.5,0.6998428398862386,0,1,0,0,0,1
280,15,3,9,3,12,0.8,0.6,0.2,Speed_Dynamics,3,1.0,1.3709505944546687,0,0,0,3,0,0
281,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Temporal_Sequential_Context,2,1.0,1.2419460322060458,0,0,0,0,2,0
282,15,3,11,1,12,0.8,0.7333333333333333,0.06666666666666667,Turning_Dynamics,1,1.0,1.0529815751302694,0,0,0,0,0,1
283,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Temporal_Sequential_Context,3,0.75,1.781937063546704,0,0,0,1,3,0
284,15,3,9,3,12,0.8,0.6,0.2,Turning_Dynamics,1,0.3333333333333333,1.6879430945989,0,0,0,1,1,1
285,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Temporal_Sequential_Context,3,0.75,1.781937063546704,0,0,0,1,3,0
286,15,6,6,3,9,0.6,0.4,0.2,Turning_Dynamics,2,0.6666666666666666,1.7055872616982601,0,0,0,0,1,2
287,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Speed_Dynamics,4,1.0,1.565596230357602,0,0,0,4,0,0
288,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Turning_Dynamics,1,0.3333333333333333,1.3699740752745009,0,0,0,1,1,1
289,15,3,6,6,12,0.8,0.4,0.4,Turning_Dynamics,2,0.3333333333333333,2.1559130951758245,0,0,0,2,2,2
290,15,10,3,2,5,0.3333333333333333,0.2,0.13333333333333333,Temporal_Sequential_Context,2,1.0,1.2419460322060458,0,0,0,0,2,0
291,15,6,4,5,9,0.6,0.26666666666666666,0.3333333333333333,Turning_Dynamics,3,0.6,1.8892464285091581,0,0,0,0,2,3
292,15,10,1,4,5,0.3333333333333333,0.06666666666666667,0.26666666666666666,Temporal_Sequential_Context,4,1.0,1.158938532350277,0,0,0,0,4,0
293,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Turning_Dynamics,2,0.5,1.8322628970242685,0,2,0,0,0,2
294,15,3,3,9,12,0.8,0.2,0.6,Speed_Dynamics,3,0.3333333333333333,2.321928094887362,3,3,0,3,0,0
295,15,1,12,2,14,0.9333333333333333,0.8,0.13333333333333333,Temporal_Sequential_Context,1,0.5,1.0389205950315936,0,0,1,0,1,0
296,15,0,10,5,15,1.0,0.6666666666666666,0.3333333333333333,Turning_Dynamics,1,0.2,1.6922718656836107,1,1,0,1,1,1
297,15,0,11,4,15,1.0,0.7333333333333333,0.26666666666666666,Turning_Dynamics,1,0.25,1.3699740752745009,0,0,1,1,1,1
298,15,1,8,6,14,0.9333333333333333,0.5333333333333333,0.4,Speed_Dynamics,2,0.3333333333333333,2.040223928941852,1,2,0,2,1,0
299,15,3,3,9,12,0.8,0.2,0.6,Speed_Dynamics,3,0.3333333333333333,2.321928094887362,3,3,0,3,0,0
300,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Temporal_Sequential_Context,2,0.4,1.7382689280764647,0,0,2,0,2,1
301,15,3,3,9,12,0.8,0.2,0.6,Speed_Dynamics,3,0.3333333333333333,2.321928094887362,3,3,0,3,0,0
302,15,0,12,3,15,1.0,0.8,0.2,Turning_Dynamics,1,0.3333333333333333,1.0389205950315936,0,0,1,0,1,1
303,15,0,11,4,15,1.0,0.7333333333333333,0.26666666666666666,Turning_Dynamics,1,0.25,1.3699740752745009,1,0,0,1,1,1
304,15,3,6,6,12,0.8,0.4,0.4,Speed_Dynamics,2,0.3333333333333333,2.1559130951758245,2,2,0,2,0,0
305,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Turning_Dynamics,3,0.6,1.9628066316931743,0,0,1,0,1,3
306,15,1,6,8,14,0.9333333333333333,0.4,0.5333333333333333,Turning_Dynamics,2,0.25,2.339572261986723,2,2,0,2,0,2
307,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Turning_Dynamics,4,0.5,1.8062389286533893,4,0,0,0,0,4
308,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Turning_Dynamics,1,0.25,1.6922718656836107,0,1,0,1,1,1
309,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
310,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Turning_Dynamics,4,0.5,1.8062389286533895,0,4,0,0,0,4
311,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Turning_Dynamics,4,0.5,1.8062389286533893,4,0,0,0,0,4
312,15,0,12,3,15,1.0,0.8,0.2,Turning_Dynamics,1,0.3333333333333333,1.0389205950315936,1,1,0,0,0,1
313,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Turning_Dynamics,4,0.5,1.8062389286533895,0,4,0,0,0,4
314,15,3,5,7,12,0.8,0.3333333333333333,0.4666666666666667,Temporal_Sequential_Context,3,0.42857142857142855,2.181937063546704,3,0,0,0,3,1
315,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Curvature_Geometry,4,1.0,1.565596230357602,0,4,0,0,0,0
316,15,6,2,7,9,0.6,0.13333333333333333,0.4666666666666667,Acceleration_Dynamics,4,0.5714285714285714,1.889246428509158,4,0,0,3,0,0
317,15,6,4,5,9,0.6,0.26666666666666666,0.3333333333333333,Curvature_Geometry,4,0.8,1.8062389286533895,0,4,0,0,0,1
318,15,3,3,9,12,0.8,0.2,0.6,Turning_Dynamics,3,0.3333333333333333,2.321928094887362,3,0,0,0,3,3
319,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
320,15,6,3,6,9,0.6,0.2,0.4,Turning_Dynamics,3,0.5,1.9219280948873623,3,0,0,0,0,3
321,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Turning_Dynamics,1,0.5,0.6998428398862386,1,0,0,0,0,1
322,15,0,14,1,15,1.0,0.9333333333333333,0.06666666666666667,Acceleration_Dynamics,1,1.0,0.35335933502142136,1,0,0,0,0,0
323,15,1,14,0,14,0.9333333333333333,0.9333333333333333,0.0,,0,0.0,0.35335933502142136,0,0,0,0,0,0
324,15,3,5,7,12,0.8,0.3333333333333333,0.4666666666666667,Turning_Dynamics,3,0.42857142857142855,2.181937063546704,1,0,3,0,0,3
325,15,0,14,1,15,1.0,0.9333333333333333,0.06666666666666667,Temporal_Sequential_Context,1,1.0,0.35335933502142136,0,0,0,0,1,0
326,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Speed_Dynamics,2,0.4,2.013132465170739,2,0,1,2,0,0
327,15,3,8,4,12,0.8,0.5333333333333333,0.26666666666666666,Spatial_Reach_and_Route,3,0.75,1.672905595320056,1,0,3,0,0,0
328,15,0,14,1,15,1.0,0.9333333333333333,0.06666666666666667,Turning_Dynamics,1,1.0,0.35335933502142136,0,0,0,0,0,1
329,15,3,5,7,12,0.8,0.3333333333333333,0.4666666666666667,Spatial_Reach_and_Route,3,0.42857142857142855,2.2322628970242686,2,0,3,0,0,2
330,15,1,12,2,14,0.9333333333333333,0.8,0.13333333333333333,Temporal_Sequential_Context,2,1.0,0.9055872616982603,0,0,0,0,2,0
331,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Spatial_Reach_and_Route,3,0.6,1.962806631693174,1,0,3,0,0,1
332,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Temporal_Sequential_Context,3,0.6,1.9628066316931743,0,0,1,1,3,0
333,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Acceleration_Dynamics,2,0.6666666666666666,1.2366407419411674,2,0,1,0,0,0
334,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Temporal_Sequential_Context,2,0.5,1.5589385323502771,0,0,0,1,2,1
335,15,10,0,5,5,0.3333333333333333,0.0,0.3333333333333333,Acceleration_Dynamics,5,1.0,0.9182958340544896,5,0,0,0,0,0
336,15,1,8,6,14,0.9333333333333333,0.5333333333333333,0.4,Turning_Dynamics,2,0.3333333333333333,1.9068905956085187,2,0,0,0,2,2
337,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
338,15,3,3,9,12,0.8,0.2,0.6,Temporal_Sequential_Context,3,0.3333333333333333,2.321928094887362,3,0,0,3,3,0
339,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Turning_Dynamics,1,0.5,1.3752793655393791,0,0,0,0,1,1
340,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Speed_Dynamics,2,0.5,1.4256051990169438,2,0,0,2,0,0
341,15,6,2,7,9,0.6,0.13333333333333333,0.4666666666666667,Acceleration_Dynamics,4,0.5714285714285714,1.889246428509158,4,0,0,0,3,0
342,15,1,8,6,14,0.9333333333333333,0.5333333333333333,0.4,Temporal_Sequential_Context,2,0.3333333333333333,2.040223928941852,2,0,0,1,2,1
343,15,6,4,5,9,0.6,0.26666666666666666,0.3333333333333333,Turning_Dynamics,4,0.8,1.8062389286533895,0,0,0,0,1,4
344,15,1,7,7,14,0.9333333333333333,0.4666666666666667,0.4666666666666667,Turning_Dynamics,2,0.2857142857142857,2.1967916319816365,2,0,0,1,2,2
345,15,10,4,1,5,0.3333333333333333,0.26666666666666666,0.06666666666666667,Temporal_Sequential_Context,1,1.0,1.158938532350277,0,0,0,0,1,0
346,15,6,7,2,9,0.6,0.4666666666666667,0.13333333333333333,Acceleration_Dynamics,2,1.0,1.4294732983598406,2,0,0,0,0,0
347,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Turning_Dynamics,2,0.4,1.871602261409798,1,0,0,1,1,2
348,15,10,5,0,5,0.3333333333333333,0.3333333333333333,0.0,,0,0.0,0.9182958340544896,0,0,0,0,0,0
349,15,1,7,7,14,0.9333333333333333,0.4666666666666667,0.4666666666666667,Turning_Dynamics,2,0.2857142857142857,2.196791631981637,2,0,0,1,2,2
350,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
351,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Speed_Dynamics,2,0.5,1.4256051990169438,2,0,0,2,0,0
352,15,10,2,3,5,0.3333333333333333,0.13333333333333333,0.2,Temporal_Sequential_Context,3,1.0,1.2419460322060458,0,0,0,0,3,0
353,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Turning_Dynamics,1,0.3333333333333333,1.3699740752745009,1,0,0,0,1,1
354,15,6,6,3,9,0.6,0.4,0.2,Turning_Dynamics,2,0.6666666666666666,1.7055872616982601,0,0,0,0,1,2
355,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Temporal_Sequential_Context,4,0.5,1.8062389286533895,0,4,0,0,4,0
356,15,3,5,7,12,0.8,0.3333333333333333,0.4666666666666667,Speed_Dynamics,3,0.42857142857142855,2.2322628970242686,0,2,2,3,0,0
357,15,6,6,3,9,0.6,0.4,0.2,Acceleration_Dynamics,2,0.6666666666666666,1.7055872616982601,2,0,0,1,0,0
358,15,6,2,7,9,0.6,0.13333333333333333,0.4666666666666667,Curvature_Geometry,4,0.5714285714285714,1.8892464285091581,0,4,0,0,3,0
359,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Curvature_Geometry,4,0.5,1.8062389286533893,4,4,0,0,0,0
360,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Speed_Dynamics,1,0.25,1.6922718656836107,1,1,1,1,0,0
361,15,0,14,1,15,1.0,0.9333333333333333,0.06666666666666667,Speed_Dynamics,1,1.0,0.35335933502142136,0,0,0,1,0,0
362,15,6,6,3,9,0.6,0.4,0.2,Spatial_Reach_and_Route,2,0.6666666666666666,1.7055872616982601,1,0,2,0,0,0
363,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Temporal_Sequential_Context,1,0.5,1.3752793655393791,1,0,0,0,1,0
364,15,0,11,4,15,1.0,0.7333333333333333,0.26666666666666666,Turning_Dynamics,1,0.25,1.3699740752745009,0,0,1,1,1,1
365,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Temporal_Sequential_Context,1,0.5,1.3752793655393791,0,0,0,1,1,0
366,15,10,3,2,5,0.3333333333333333,0.2,0.13333333333333333,Spatial_Reach_and_Route,2,1.0,1.2419460322060458,0,0,2,0,0,0
367,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Turning_Dynamics,1,0.3333333333333333,1.3699740752745009,0,0,1,0,1,1
368,15,1,14,0,14,0.9333333333333333,0.9333333333333333,0.0,,0,0.0,0.35335933502142136,0,0,0,0,0,0
369,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Acceleration_Dynamics,2,0.4,1.8716022614097982,2,0,1,0,1,1
370,15,0,11,4,15,1.0,0.7333333333333333,0.26666666666666666,Turning_Dynamics,1,0.25,1.3699740752745009,0,0,1,1,1,1
371,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Temporal_Sequential_Context,3,0.6,1.8294732983598407,0,0,2,0,3,0
372,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Turning_Dynamics,1,0.5,0.6998428398862386,0,0,1,0,0,1
373,15,3,11,1,12,0.8,0.7333333333333333,0.06666666666666667,Temporal_Sequential_Context,1,1.0,1.0529815751302694,0,0,0,0,1,0
374,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Temporal_Sequential_Context,1,0.25,1.6922718656836107,0,1,1,1,1,0
375,15,3,9,3,12,0.8,0.6,0.2,Turning_Dynamics,3,1.0,1.3709505944546687,0,0,0,0,0,3
376,15,0,14,1,15,1.0,0.9333333333333333,0.06666666666666667,Turning_Dynamics,1,1.0,0.35335933502142136,0,0,0,0,0,1
377,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Temporal_Sequential_Context,2,0.5,1.5589385323502771,1,0,0,0,2,1
378,15,6,6,3,9,0.6,0.4,0.2,Spatial_Reach_and_Route,3,1.0,1.5219280948873621,0,0,3,0,0,0
379,15,6,9,0,9,0.6,0.6,0.0,,0,0.0,0.9709505944546686,0,0,0,0,0,0
380,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
381,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Temporal_Sequential_Context,3,0.6,1.8294732983598407,0,0,0,0,3,2
382,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Temporal_Sequential_Context,4,0.5,1.8062389286533895,0,4,0,0,4,0
383,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Turning_Dynamics,2,0.4,2.013132465170739,2,0,0,1,0,2
384,15,0,12,3,15,1.0,0.8,0.2,Turning_Dynamics,1,0.3333333333333333,1.0389205950315936,1,0,0,1,0,1
385,15,3,5,7,12,0.8,0.3333333333333333,0.4666666666666667,Temporal_Sequential_Context,3,0.42857142857142855,2.181937063546704,0,0,0,3,3,1
